"Datum","Windgeschwindigkeit48M","Windgeschwindigkeit100M","Windgeschwindigkeit152M","Windrichtung48M","Windrichtung100M","Windrichtung152M","Windgeschwindigkeit100MP10","Windgeschwindigkeit100MP20","Windgeschwindigkeit100MP30","Windgeschwindigkeit100MP40","Windgeschwindigkeit100MP50","Windgeschwindigkeit100MP60","Windgeschwindigkeit100MP70","Windgeschwindigkeit100MP80","Windgeschwindigkeit100MP90","Interpoliert","Kapazitaat","Output","Zeit","Week_Day","Month_Day","Year_Week","Year_Month","Year_Day","Time_Slot","Hour","Cloud","Precipitation","Pressure","Solar","Temp","Wind"
2017-08-03,10.11,12.03,13.26,231,232,232,9.92,10.57,11.17,11.63,12.04,12.39,12.76,13.12,13.73,0,122400,"X"," 22:00",5,3,31,8,215,89,23,2,0,1009.4,102.6,18.7,6.5
2017-08-03,9.935,11.85,13.085,230.5,231.5,231.75,9.8,10.4225,11.0075,11.4625,11.865,12.2525,12.6225,13.0525,13.64,1,122400,"X"," 22:15",5,3,31,8,215,90,23,2,0,1009.4,102.6,18.7,6.5
2017-08-03,9.76,11.67,12.91,230,231,231.5,9.68,10.275,10.845,11.295,11.69,12.115,12.485,12.985,13.55,1,122400,"X"," 22:30",5,3,31,8,215,91,23,2,0,1009.4,102.6,18.7,6.5
2017-08-03,9.585,11.49,12.735,229.5,230.5,231.25,9.56,10.1275,10.6825,11.1275,11.515,11.9775,12.3475,12.9175,13.46,1,122400,"X"," 22:45",5,3,31,8,215,92,23,2,0,1009.4,102.6,18.7,6.5
2017-08-03,9.41,11.31,12.56,229,230,231,9.44,9.98,10.52,10.96,11.34,11.84,12.21,12.85,13.37,0,122400,"X"," 23:00",5,3,31,8,215,93,24,1,0,1009.1,107.06,17.4,6.3
2017-08-03,9.3725,11.235,12.475,228.75,229.75,230.75,9.41,9.9625,10.465,10.87,11.26,11.725,12.085,12.655,13.14,1,122400,"X"," 23:15",5,3,31,8,215,94,24,1,0,1009.1,107.06,17.4,6.3
2017-08-03,9.335,11.16,12.39,228.5,229.5,230.5,9.38,9.945,10.41,10.78,11.18,11.61,11.96,12.46,12.91,1,122400,"X"," 23:30",5,3,31,8,215,95,24,1,0,1009.1,107.06,17.4,6.3
2017-08-03,9.2975,11.085,12.305,228.25,229.25,230.25,9.35,9.9275,10.355,10.69,11.1,11.495,11.835,12.265,12.68,1,122400,"X"," 23:45",5,3,31,8,215,96,24,1,0,1009.1,107.06,17.4,6.3
2017-08-04,9.26,11.01,12.22,228,229,230,9.32,9.91,10.3,10.6,11.02,11.38,11.71,12.07,12.45,0,122400,"X"," 0:00",6,4,31,8,216,1,1,1,0,1008.9,109.41,15.6,3.9
2017-08-04,9.1225,10.8525,12.0575,227.75,229,230,9.185,9.745,10.1525,10.475,10.86,11.1975,11.5625,11.9225,12.3425,1,122400,"X"," 0:15",6,4,31,8,216,2,1,1,0,1008.9,109.41,15.6,3.9
2017-08-04,8.985,10.695,11.895,227.5,229,230,9.05,9.58,10.005,10.35,10.7,11.015,11.415,11.775,12.235,1,122400,"X"," 0:30",6,4,31,8,216,3,1,1,0,1008.9,109.41,15.6,3.9
2017-08-04,8.8475,10.5375,11.7325,227.25,229,230,8.915,9.415,9.8575,10.225,10.54,10.8325,11.2675,11.6275,12.1275,1,122400,"X"," 0:45",6,4,31,8,216,4,1,1,0,1008.9,109.41,15.6,3.9
2017-08-04,8.71,10.38,11.57,227,229,230,8.78,9.25,9.71,10.1,10.38,10.65,11.12,11.48,12.02,0,122400,"X"," 1:00",6,4,31,8,216,5,2,0,0,1008.8,109.42,15.6,3.5
2017-08-04,8.59,10.245,11.4325,226.5,228.5,229.5,8.6525,9.12,9.5525,9.96,10.2475,10.535,10.9625,11.3525,11.825,1,122400,"X"," 1:15",6,4,31,8,216,6,2,0,0,1008.8,109.42,15.6,3.5
2017-08-04,8.47,10.11,11.295,226,228,229,8.525,8.99,9.395,9.82,10.115,10.42,10.805,11.225,11.63,1,122400,"X"," 1:30",6,4,31,8,216,7,2,0,0,1008.8,109.42,15.6,3.5
2017-08-04,8.35,9.975,11.1575,225.5,227.5,228.5,8.3975,8.86,9.2375,9.68,9.9825,10.305,10.6475,11.0975,11.435,1,122400,"X"," 1:45",6,4,31,8,216,8,2,0,0,1008.8,109.42,15.6,3.5
2017-08-04,8.23,9.84,11.02,225,227,228,8.27,8.73,9.08,9.54,9.85,10.19,10.49,10.97,11.24,0,122400,"X"," 2:00",6,4,31,8,216,9,3,0,0,1008.8,107.09,14.6,4.4
2017-08-04,8.1925,9.805,10.9875,224.25,226.25,227.5,8.19,8.715,9.1075,9.52,9.8125,10.1475,10.445,10.8875,11.1975,1,122400,"X"," 2:15",6,4,31,8,216,10,3,0,0,1008.8,107.09,14.6,4.4
2017-08-04,8.155,9.77,10.955,223.5,225.5,227,8.11,8.7,9.135,9.5,9.775,10.105,10.4,10.805,11.155,1,122400,"X"," 2:30",6,4,31,8,216,11,3,0,0,1008.8,107.09,14.6,4.4
2017-08-04,8.1175,9.735,10.9225,222.75,224.75,226.5,8.03,8.685,9.1625,9.48,9.7375,10.0625,10.355,10.7225,11.1125,1,122400,"X"," 2:45",6,4,31,8,216,12,3,0,0,1008.8,107.09,14.6,4.4
2017-08-04,8.08,9.7,10.89,222,224,226,7.95,8.67,9.19,9.46,9.7,10.02,10.31,10.64,11.07,0,122400,"X"," 3:00",6,4,31,8,216,13,4,1,0,1008.6,102.65,14.7,4
2017-08-04,8.0525,9.665,10.8575,221.25,223.25,225.25,7.9275,8.6025,9.1125,9.41,9.6675,9.985,10.255,10.6,11.025,1,122400,"X"," 3:15",6,4,31,8,216,14,4,1,0,1008.6,102.65,14.7,4
2017-08-04,8.025,9.63,10.825,220.5,222.5,224.5,7.905,8.535,9.035,9.36,9.635,9.95,10.2,10.56,10.98,1,122400,"X"," 3:30",6,4,31,8,216,15,4,1,0,1008.6,102.65,14.7,4
2017-08-04,7.9975,9.595,10.7925,219.75,221.75,223.75,7.8825,8.4675,8.9575,9.31,9.6025,9.915,10.145,10.52,10.935,1,122400,"X"," 3:45",6,4,31,8,216,16,4,1,0,1008.6,102.65,14.7,4
2017-08-04,7.97,9.56,10.76,219,221,223,7.86,8.4,8.88,9.26,9.57,9.88,10.09,10.48,10.89,0,122400,"X"," 4:00",6,4,31,8,216,17,5,5,0,1008.6,96.5,15.1,4
2017-08-04,7.9625,9.545,10.7475,218,220,222,7.8325,8.3575,8.825,9.225,9.56,9.85,10.0875,10.4775,10.9075,1,122400,"X"," 4:15",6,4,31,8,216,18,5,5,0,1008.6,96.5,15.1,4
2017-08-04,7.955,9.53,10.735,217,219,221,7.805,8.315,8.77,9.19,9.55,9.82,10.085,10.475,10.925,1,122400,"X"," 4:30",6,4,31,8,216,19,5,5,0,1008.6,96.5,15.1,4
2017-08-04,7.9475,9.515,10.7225,216,218,220,7.7775,8.2725,8.715,9.155,9.54,9.79,10.0825,10.4725,10.9425,1,122400,"X"," 4:45",6,4,31,8,216,20,5,5,0,1008.6,96.5,15.1,4
2017-08-04,7.94,9.5,10.71,215,217,219,7.75,8.23,8.66,9.12,9.53,9.76,10.08,10.47,10.96,0,122400,"X"," 5:00",6,4,31,8,216,21,6,7,0,1008.7,89.06,16.2,5.4
2017-08-04,8,9.5675,10.78,214.75,216.75,218.75,7.8975,8.37,8.7625,9.225,9.595,9.845,10.1575,10.59,11.1075,1,122400,"X"," 5:15",6,4,31,8,216,22,6,7,0,1008.7,89.06,16.2,5.4
2017-08-04,8.06,9.635,10.85,214.5,216.5,218.5,8.045,8.51,8.865,9.33,9.66,9.93,10.235,10.71,11.255,1,122400,"X"," 5:30",6,4,31,8,216,23,6,7,0,1008.7,89.06,16.2,5.4
2017-08-04,8.12,9.7025,10.92,214.25,216.25,218.25,8.1925,8.65,8.9675,9.435,9.725,10.015,10.3125,10.83,11.4025,1,122400,"X"," 5:45",6,4,31,8,216,24,6,7,0,1008.7,89.06,16.2,5.4
2017-08-04,8.18,9.77,10.99,214,216,218,8.34,8.79,9.07,9.54,9.79,10.1,10.39,10.95,11.55,0,122400,"X"," 6:00",6,4,31,8,216,25,7,7,0,1008.7,80.73,16.5,5.2
2017-08-04,8.195,9.7975,11.015,214,216,218,8.2525,8.765,9.0625,9.5425,9.815,10.1325,10.405,10.965,11.525,1,122400,"X"," 6:15",6,4,31,8,216,26,7,7,0,1008.7,80.73,16.5,5.2
2017-08-04,8.21,9.825,11.04,214,216,218,8.165,8.74,9.055,9.545,9.84,10.165,10.42,10.98,11.5,1,122400,"X"," 6:30",6,4,31,8,216,27,7,7,0,1008.7,80.73,16.5,5.2
2017-08-04,8.225,9.8525,11.065,214,216,218,8.0775,8.715,9.0475,9.5475,9.865,10.1975,10.435,10.995,11.475,1,122400,"X"," 6:45",6,4,31,8,216,28,7,7,0,1008.7,80.73,16.5,5.2
2017-08-04,8.24,9.88,11.09,214,216,218,7.99,8.69,9.04,9.55,9.89,10.23,10.45,11.01,11.45,0,122400,"X"," 7:00",6,4,31,8,216,29,8,6,0,1008.7,71.88,17.4,5.7
2017-08-04,8.25,9.8775,11.0775,214.5,216.25,218.25,8.0375,8.715,9.11,9.5725,9.89,10.2425,10.4625,11.0075,11.4725,1,122400,"X"," 7:15",6,4,31,8,216,30,8,6,0,1008.7,71.88,17.4,5.7
2017-08-04,8.26,9.875,11.065,215,216.5,218.5,8.085,8.74,9.18,9.595,9.89,10.255,10.475,11.005,11.495,1,122400,"X"," 7:30",6,4,31,8,216,31,8,6,0,1008.7,71.88,17.4,5.7
2017-08-04,8.27,9.8725,11.0525,215.5,216.75,218.75,8.1325,8.765,9.25,9.6175,9.89,10.2675,10.4875,11.0025,11.5175,1,122400,"X"," 7:45",6,4,31,8,216,32,8,6,0,1008.7,71.88,17.4,5.7
2017-08-04,8.28,9.87,11.04,216,217,219,8.18,8.79,9.32,9.64,9.89,10.28,10.5,11,11.54,0,115600,"X"," 8:00",6,4,31,8,216,33,9,6,0,1008.9,62.9,17.8,8.3
2017-08-04,8.345,9.895,11.015,217.25,218.25,220,8.215,8.825,9.32,9.65,9.91,10.2625,10.4975,11.0025,11.5475,1,115600,"X"," 8:15",6,4,31,8,216,34,9,6,0,1008.9,62.9,17.8,8.3
2017-08-04,8.41,9.92,10.99,218.5,219.5,221,8.25,8.86,9.32,9.66,9.93,10.245,10.495,11.005,11.555,1,115600,"X"," 8:30",6,4,31,8,216,35,9,6,0,1008.9,62.9,17.8,8.3
2017-08-04,8.475,9.945,10.965,219.75,220.75,222,8.285,8.895,9.32,9.67,9.95,10.2275,10.4925,11.0075,11.5625,1,115600,"X"," 8:45",6,4,31,8,216,36,9,6,0,1008.9,62.9,17.8,8.3
2017-08-04,8.54,9.97,10.94,221,222,223,8.32,8.93,9.32,9.68,9.97,10.21,10.49,11.01,11.57,0,115600,"X"," 9:00",6,4,31,8,216,37,10,6,0,1008.7,54.17,18.8,8.8
2017-08-04,8.6575,10.07,11.01,222.75,223.75,224.75,8.48,9.03,9.4125,9.775,10.0825,10.3675,10.645,11.1675,11.74,1,115600,"X"," 9:15",6,4,31,8,216,38,10,6,0,1008.7,54.17,18.8,8.8
2017-08-04,8.775,10.17,11.08,224.5,225.5,226.5,8.64,9.13,9.505,9.87,10.195,10.525,10.8,11.325,11.91,1,115600,"X"," 9:30",6,4,31,8,216,39,10,6,0,1008.7,54.17,18.8,8.8
2017-08-04,8.8925,10.27,11.15,226.25,227.25,228.25,8.8,9.23,9.5975,9.965,10.3075,10.6825,10.955,11.4825,12.08,1,115600,"X"," 9:45",6,4,31,8,216,40,10,6,0,1008.7,54.17,18.8,8.8
2017-08-04,9.01,10.37,11.22,228,229,230,8.96,9.33,9.69,10.06,10.42,10.84,11.11,11.64,12.25,0,115600,"X"," 10:00",6,4,31,8,216,41,11,7,0,1009,46.27,19.7,8.2
2017-08-04,9.2225,10.58,11.41,230,230.75,231.5,9.1075,9.515,9.9325,10.265,10.62,10.9975,11.295,11.865,12.485,1,115600,"X"," 10:15",6,4,31,8,216,42,11,7,0,1009,46.27,19.7,8.2
2017-08-04,9.435,10.79,11.6,232,232.5,233,9.255,9.7,10.175,10.47,10.82,11.155,11.48,12.09,12.72,1,115600,"X"," 10:30",6,4,31,8,216,43,11,7,0,1009,46.27,19.7,8.2
2017-08-04,9.6475,11,11.79,234,234.25,234.5,9.4025,9.885,10.4175,10.675,11.02,11.3125,11.665,12.315,12.955,1,115600,"X"," 10:45",6,4,31,8,216,44,11,7,0,1009,46.27,19.7,8.2
2017-08-04,9.86,11.21,11.98,236,236,236,9.55,10.07,10.66,10.88,11.22,11.47,11.85,12.54,13.19,0,115600,"X"," 11:00",6,4,31,8,216,45,12,6,0,1009.5,39.99,19.1,9.5
2017-08-04,9.9825,11.3275,12.0825,237,237,237,9.595,10.18,10.69,10.97,11.335,11.585,11.9525,12.6275,13.24,1,115600,"X"," 11:15",6,4,31,8,216,46,12,6,0,1009.5,39.99,19.1,9.5
2017-08-04,10.105,11.445,12.185,238,238,238,9.64,10.29,10.72,11.06,11.45,11.7,12.055,12.715,13.29,1,115600,"X"," 11:30",6,4,31,8,216,47,12,6,0,1009.5,39.99,19.1,9.5
2017-08-04,10.2275,11.5625,12.2875,239,239,239,9.685,10.4,10.75,11.15,11.565,11.815,12.1575,12.8025,13.34,1,115600,"X"," 11:45",6,4,31,8,216,48,12,6,0,1009.5,39.99,19.1,9.5
2017-08-04,10.35,11.68,12.39,240,240,240,9.73,10.51,10.78,11.24,11.68,11.93,12.26,12.89,13.39,0,115600,"X"," 12:00",6,4,31,8,216,49,13,6,0,1009.4,36.41,20.2,9.2
2017-08-04,10.3925,11.7175,12.42,240.5,240.5,240.5,9.865,10.6,10.89,11.31,11.73,11.9925,12.34,12.9325,13.42,1,115600,"X"," 12:15",6,4,31,8,216,50,13,6,0,1009.4,36.41,20.2,9.2
2017-08-04,10.435,11.755,12.45,241,241,241,10,10.69,11,11.38,11.78,12.055,12.42,12.975,13.45,1,115600,"X"," 12:30",6,4,31,8,216,51,13,6,0,1009.4,36.41,20.2,9.2
2017-08-04,10.4775,11.7925,12.48,241.5,241.5,241.5,10.135,10.78,11.11,11.45,11.83,12.1175,12.5,13.0175,13.48,1,115600,"X"," 12:45",6,4,31,8,216,52,13,6,0,1009.4,36.41,20.2,9.2
2017-08-04,10.52,11.83,12.51,242,242,242,10.27,10.87,11.22,11.52,11.88,12.18,12.58,13.06,13.51,0,115600,"X"," 13:00",6,4,31,8,216,53,14,6,0,1009.8,36.42,19.2,7.8
2017-08-04,10.545,11.8425,12.5075,242.25,242.25,242.25,10.205,10.785,11.185,11.51,11.8825,12.205,12.6,13.065,13.5375,1,115600,"X"," 13:15",6,4,31,8,216,54,14,6,0,1009.8,36.42,19.2,7.8
2017-08-04,10.57,11.855,12.505,242.5,242.5,242.5,10.14,10.7,11.15,11.5,11.885,12.23,12.62,13.07,13.565,1,115600,"X"," 13:30",6,4,31,8,216,55,14,6,0,1009.8,36.42,19.2,7.8
2017-08-04,10.595,11.8675,12.5025,242.75,242.75,242.75,10.075,10.615,11.115,11.49,11.8875,12.255,12.64,13.075,13.5925,1,115600,"X"," 13:45",6,4,31,8,216,56,14,6,0,1009.8,36.42,19.2,7.8
2017-08-04,10.62,11.88,12.5,243,243,243,10.01,10.53,11.08,11.48,11.89,12.28,12.66,13.08,13.62,0,115600,"X"," 14:00",6,4,31,8,216,57,15,6,0,1009.7,40.02,21,6.9
2017-08-04,10.5275,11.78,12.395,243.5,243.5,243.5,9.8375,10.3825,10.98,11.39,11.79,12.155,12.5475,13.01,13.5425,1,115600,"X"," 14:15",6,4,31,8,216,58,15,6,0,1009.7,40.02,21,6.9
2017-08-04,10.435,11.68,12.29,244,244,244,9.665,10.235,10.88,11.3,11.69,12.03,12.435,12.94,13.465,1,115600,"X"," 14:30",6,4,31,8,216,59,15,6,0,1009.7,40.02,21,6.9
2017-08-04,10.3425,11.58,12.185,244.5,244.5,244.5,9.4925,10.0875,10.78,11.21,11.59,11.905,12.3225,12.87,13.3875,1,115600,"X"," 14:45",6,4,31,8,216,60,15,6,0,1009.7,40.02,21,6.9
2017-08-04,10.25,11.48,12.08,245,245,245,9.32,9.94,10.68,11.12,11.49,11.78,12.21,12.8,13.31,0,115600,"X"," 15:00",6,4,31,8,216,61,16,6,0,1010.2,46.32,20.6,10.5
2017-08-04,10.1375,11.3625,11.9525,245.25,245.5,245.5,9.3625,9.955,10.5775,10.99,11.37,11.685,12.0975,12.7,13.215,1,115600,"X"," 15:15",6,4,31,8,216,62,16,6,0,1010.2,46.32,20.6,10.5
2017-08-04,10.025,11.245,11.825,245.5,246,246,9.405,9.97,10.475,10.86,11.25,11.59,11.985,12.6,13.12,1,115600,"X"," 15:30",6,4,31,8,216,63,16,6,0,1010.2,46.32,20.6,10.5
2017-08-04,9.9125,11.1275,11.6975,245.75,246.5,246.5,9.4475,9.985,10.3725,10.73,11.13,11.495,11.8725,12.5,13.025,1,115600,"X"," 15:45",6,4,31,8,216,64,16,6,0,1010.2,46.32,20.6,10.5
2017-08-04,9.8,11.01,11.57,246,247,247,9.49,10,10.27,10.6,11.01,11.4,11.76,12.4,12.93,0,115600,"X"," 16:00",6,4,31,8,216,65,17,4,0,1010.3,54.24,21.8,7.4
2017-08-04,9.66,10.855,11.4125,246.75,247.5,247.5,9.215,9.78,10.1175,10.44,10.86,11.23,11.5575,12.1775,12.7,1,115600,"X"," 16:15",6,4,31,8,216,66,17,4,0,1010.3,54.24,21.8,7.4
2017-08-04,9.52,10.7,11.255,247.5,248,248,8.94,9.56,9.965,10.28,10.71,11.06,11.355,11.955,12.47,1,115600,"X"," 16:30",6,4,31,8,216,67,17,4,0,1010.3,54.24,21.8,7.4
2017-08-04,9.38,10.545,11.0975,248.25,248.5,248.5,8.665,9.34,9.8125,10.12,10.56,10.89,11.1525,11.7325,12.24,1,115600,"X"," 16:45",6,4,31,8,216,68,17,4,0,1010.3,54.24,21.8,7.4
2017-08-04,9.24,10.39,10.94,249,249,249,8.39,9.12,9.66,9.96,10.41,10.72,10.95,11.51,12.01,0,122400,"X"," 17:00",6,4,31,8,216,69,18,3,0,1010.4,62.98,21.2,9.1
2017-08-04,9.0625,10.2075,10.765,249,249.25,249.25,8.1825,8.95,9.48,9.765,10.225,10.565,10.82,11.325,11.895,1,122400,"X"," 17:15",6,4,31,8,216,70,18,3,0,1010.4,62.98,21.2,9.1
2017-08-04,8.885,10.025,10.59,249,249.5,249.5,7.975,8.78,9.3,9.57,10.04,10.41,10.69,11.14,11.78,1,122400,"X"," 17:30",6,4,31,8,216,71,18,3,0,1010.4,62.98,21.2,9.1
2017-08-04,8.7075,9.8425,10.415,249,249.75,249.75,7.7675,8.61,9.12,9.375,9.855,10.255,10.56,10.955,11.665,1,122400,"X"," 17:45",6,4,31,8,216,72,18,3,0,1010.4,62.98,21.2,9.1
2017-08-04,8.53,9.66,10.24,249,250,250,7.56,8.44,8.94,9.18,9.67,10.1,10.43,10.77,11.55,0,122400,"X"," 18:00",6,4,31,8,216,73,19,3,0,1010.9,71.98,20.5,8.9
2017-08-04,8.36,9.4975,10.0925,249,250,250.25,7.4425,8.2325,8.725,9.0175,9.5075,9.8825,10.2525,10.5725,11.2675,1,122400,"X"," 18:15",6,4,31,8,216,74,19,3,0,1010.9,71.98,20.5,8.9
2017-08-04,8.19,9.335,9.945,249,250,250.5,7.325,8.025,8.51,8.855,9.345,9.665,10.075,10.375,10.985,1,122400,"X"," 18:30",6,4,31,8,216,75,19,3,0,1010.9,71.98,20.5,8.9
2017-08-04,8.02,9.1725,9.7975,249,250,250.75,7.2075,7.8175,8.295,8.6925,9.1825,9.4475,9.8975,10.1775,10.7025,1,122400,"X"," 18:45",6,4,31,8,216,76,19,3,0,1010.9,71.98,20.5,8.9
2017-08-04,7.85,9.01,9.65,249,250,251,7.09,7.61,8.08,8.53,9.02,9.23,9.72,9.98,10.42,0,122400,"X"," 19:00",6,4,31,8,216,77,20,1,0,1011.4,80.85,18.4,6.4
2017-08-04,7.645,8.8225,9.4875,249,250,251,6.97,7.505,7.97,8.395,8.8375,9.0675,9.5275,9.815,10.285,1,122400,"X"," 19:15",6,4,31,8,216,78,20,1,0,1011.4,80.85,18.4,6.4
2017-08-04,7.44,8.635,9.325,249,250,251,6.85,7.4,7.86,8.26,8.655,8.905,9.335,9.65,10.15,1,122400,"X"," 19:30",6,4,31,8,216,79,20,1,0,1011.4,80.85,18.4,6.4
2017-08-04,7.235,8.4475,9.1625,249,250,251,6.73,7.295,7.75,8.125,8.4725,8.7425,9.1425,9.485,10.015,1,122400,"X"," 19:45",6,4,31,8,216,80,20,1,0,1011.4,80.85,18.4,6.4
2017-08-04,7.03,8.26,9,249,250,251,6.61,7.19,7.64,7.99,8.29,8.58,8.95,9.32,9.88,0,122400,"X"," 20:00",6,4,31,8,216,81,21,3,0,1011.8,89.2,15.4,4.4
2017-08-04,6.8675,8.14,8.925,247.75,249,250,6.435,7.045,7.475,7.86,8.1625,8.49,8.85,9.225,9.7675,1,122400,"X"," 20:15",6,4,31,8,216,82,21,3,0,1011.8,89.2,15.4,4.4
2017-08-04,6.705,8.02,8.85,246.5,248,249,6.26,6.9,7.31,7.73,8.035,8.4,8.75,9.13,9.655,1,122400,"X"," 20:30",6,4,31,8,216,83,21,3,0,1011.8,89.2,15.4,4.4
2017-08-04,6.5425,7.9,8.775,245.25,247,248,6.085,6.755,7.145,7.6,7.9075,8.31,8.65,9.035,9.5425,1,122400,"X"," 20:45",6,4,31,8,216,84,21,3,0,1011.8,89.2,15.4,4.4
2017-08-04,6.38,7.78,8.7,244,246,247,5.91,6.61,6.98,7.47,7.78,8.22,8.55,8.94,9.43,0,122400,"X"," 21:00",6,4,31,8,216,85,22,2,0,1012.1,96.67,14.7,4
2017-08-04,6.2825,7.7275,8.685,242.5,244.75,246,5.8725,6.5075,6.9525,7.38,7.74,8.13,8.4275,8.8125,9.2875,1,122400,"X"," 21:15",6,4,31,8,216,86,22,2,0,1012.1,96.67,14.7,4
2017-08-04,6.185,7.675,8.67,241,243.5,245,5.835,6.405,6.925,7.29,7.7,8.04,8.305,8.685,9.145,1,122400,"X"," 21:30",6,4,31,8,216,87,22,2,0,1012.1,96.67,14.7,4
2017-08-04,6.0875,7.6225,8.655,239.5,242.25,244,5.7975,6.3025,6.8975,7.2,7.66,7.95,8.1825,8.5575,9.0025,1,122400,"X"," 21:45",6,4,31,8,216,88,22,2,0,1012.1,96.67,14.7,4
2017-08-04,5.99,7.57,8.64,238,241,243,5.76,6.2,6.87,7.11,7.62,7.86,8.06,8.43,8.86,0,122400,"X"," 22:00",6,4,31,8,216,89,23,1,0,1012.3,102.85,14.2,3.5
2017-08-04,5.8775,7.485,8.585,236.5,239.75,242,5.6925,6.1575,6.795,7.065,7.5225,7.7825,8.025,8.405,8.8375,1,122400,"X"," 22:15",6,4,31,8,216,90,23,1,0,1012.3,102.85,14.2,3.5
2017-08-04,5.765,7.4,8.53,235,238.5,241,5.625,6.115,6.72,7.02,7.425,7.705,7.99,8.38,8.815,1,122400,"X"," 22:30",6,4,31,8,216,91,23,1,0,1012.3,102.85,14.2,3.5
2017-08-04,5.6525,7.315,8.475,233.5,237.25,240,5.5575,6.0725,6.645,6.975,7.3275,7.6275,7.955,8.355,8.7925,1,122400,"X"," 22:45",6,4,31,8,216,92,23,1,0,1012.3,102.85,14.2,3.5
2017-08-04,5.54,7.23,8.42,232,236,239,5.49,6.03,6.57,6.93,7.23,7.55,7.92,8.33,8.77,0,122400,"X"," 23:00",6,4,31,8,216,93,24,1,0,1012.3,107.32,13.9,3.8
2017-08-04,5.5425,7.21,8.415,231.25,235.25,238.25,5.5625,6.08,6.58,6.93,7.215,7.505,7.855,8.2375,8.6825,1,122400,"X"," 23:15",6,4,31,8,216,94,24,1,0,1012.3,107.32,13.9,3.8
2017-08-04,5.545,7.19,8.41,230.5,234.5,237.5,5.635,6.13,6.59,6.93,7.2,7.46,7.79,8.145,8.595,1,122400,"X"," 23:30",6,4,31,8,216,95,24,1,0,1012.3,107.32,13.9,3.8
2017-08-04,5.5475,7.17,8.405,229.75,233.75,236.75,5.7075,6.18,6.6,6.93,7.185,7.415,7.725,8.0525,8.5075,1,122400,"X"," 23:45",6,4,31,8,216,96,24,1,0,1012.3,107.32,13.9,3.8
2017-08-05,5.55,7.15,8.4,229,233,236,5.78,6.23,6.61,6.93,7.17,7.37,7.66,7.96,8.42,0,122400,"X"," 0:00",7,5,31,8,217,1,1,1,0,1012.5,109.67,13.9,3.3
2017-08-05,5.49,7.0775,8.335,229,233,236,5.6875,6.18,6.56,6.8475,7.0975,7.31,7.5925,7.92,8.405,1,122400,"X"," 0:15",7,5,31,8,217,2,1,1,0,1012.5,109.67,13.9,3.3
2017-08-05,5.43,7.005,8.27,229,233,236,5.595,6.13,6.51,6.765,7.025,7.25,7.525,7.88,8.39,1,122400,"X"," 0:30",7,5,31,8,217,3,1,1,0,1012.5,109.67,13.9,3.3
2017-08-05,5.37,6.9325,8.205,229,233,236,5.5025,6.08,6.46,6.6825,6.9525,7.19,7.4575,7.84,8.375,1,122400,"X"," 0:45",7,5,31,8,217,4,1,1,0,1012.5,109.67,13.9,3.3
2017-08-05,5.31,6.86,8.14,229,233,236,5.41,6.03,6.41,6.6,6.88,7.13,7.39,7.8,8.36,0,122400,"X"," 1:00",7,5,31,8,217,5,2,1,0,1012.1,109.69,13.7,2.8
2017-08-05,5.2525,6.7875,8.07,228.75,233,236,5.3175,5.9,6.2925,6.5175,6.805,7.06,7.3225,7.715,8.25,1,122400,"X"," 1:15",7,5,31,8,217,6,2,1,0,1012.1,109.69,13.7,2.8
2017-08-05,5.195,6.715,8,228.5,233,236,5.225,5.77,6.175,6.435,6.73,6.99,7.255,7.63,8.14,1,122400,"X"," 1:30",7,5,31,8,217,7,2,1,0,1012.1,109.69,13.7,2.8
2017-08-05,5.1375,6.6425,7.93,228.25,233,236,5.1325,5.64,6.0575,6.3525,6.655,6.92,7.1875,7.545,8.03,1,122400,"X"," 1:45",7,5,31,8,217,8,2,1,0,1012.1,109.69,13.7,2.8
2017-08-05,5.08,6.57,7.86,228,233,236,5.04,5.51,5.94,6.27,6.58,6.85,7.12,7.46,7.92,0,122400,"X"," 2:00",7,5,31,8,217,9,3,1,0,1012.3,107.35,12.8,2.7
2017-08-05,5.045,6.5425,7.795,226.5,231.75,235.75,5.065,5.5075,5.9375,6.2775,6.575,6.88,7.135,7.485,7.9675,1,122400,"X"," 2:15",7,5,31,8,217,10,3,1,0,1012.3,107.35,12.8,2.7
2017-08-05,5.01,6.515,7.73,225,230.5,235.5,5.09,5.505,5.935,6.285,6.57,6.91,7.15,7.51,8.015,1,122400,"X"," 2:30",7,5,31,8,217,11,3,1,0,1012.3,107.35,12.8,2.7
2017-08-05,4.975,6.4875,7.665,223.5,229.25,235.25,5.115,5.5025,5.9325,6.2925,6.565,6.94,7.165,7.535,8.0625,1,122400,"X"," 2:45",7,5,31,8,217,12,3,1,0,1012.3,107.35,12.8,2.7
2017-08-05,4.94,6.46,7.6,222,228,235,5.14,5.5,5.93,6.3,6.56,6.97,7.18,7.56,8.11,0,122400,"X"," 3:00",7,5,31,8,217,13,4,1,0,1012.4,102.9,12.1,2.3
2017-08-05,4.9225,6.45,7.545,220.5,227,234.75,5.0525,5.51,5.8925,6.2525,6.525,6.88,7.1225,7.4825,8.0325,1,122400,"X"," 3:15",7,5,31,8,217,14,4,1,0,1012.4,102.9,12.1,2.3
2017-08-05,4.905,6.44,7.49,219,226,234.5,4.965,5.52,5.855,6.205,6.49,6.79,7.065,7.405,7.955,1,122400,"X"," 3:30",7,5,31,8,217,15,4,1,0,1012.4,102.9,12.1,2.3
